route,language,region,family,primary_intent,research_state,assigned_queries,next_action,answer_completeness
/,en,shared,shared or regional page,Online Legal Consultation.,dated-observed-query-candidates,counselo,Validate candidate queries against full answers and jurisdiction before editing,not-established-by-assignment-or-html-parsing
/syr/services/banking-finance/loan-guarantee-or-collateral-enforcement-dispute,en,syr,legal matter,"Loan, guarantee or collateral enforcement dispute",no-direct-query-evidence-in-inputs,,Research same-language queries for this specific purpose; lack of evidence is not lack of demand,not-established-by-assignment-or-html-parsing
/syr/services/banking-finance/personal-guarantee-enforcement,en,syr,legal matter,Personal guarantee enforcement,no-direct-query-evidence-in-inputs,,Research same-language queries for this specific purpose; lack of evidence is not lack of demand,not-established-by-assignment-or-html-parsing
/syr/services/banking-finance/unauthorized-bank-transaction,en,syr,legal matter,Unauthorized bank transaction,no-direct-query-evidence-in-inputs,,Research same-language queries for this specific purpose; lack of evidence is not lack of demand,not-established-by-assignment-or-html-parsing
/syr/services/business-law,en,syr,service,Commercial Law in Syria,dated-observed-query-candidates,legal consultant business,"Monitor changes in purpose, services and observed searches; linked-page work remains separate",currently-reviewed-intents-complete-for-defined-page-purpose
/syr/services/business-law/business-contract-risk,en,syr,legal matter,Business contract risk,no-direct-query-evidence-in-inputs,,Research same-language queries for this specific purpose; lack of evidence is not lack of demand,not-established-by-assignment-or-html-parsing
/syr/services/business-law/commercial-agency-and-distribution-termination,en,syr,legal matter,Termination of an exclusive distribution relationship,no-direct-query-evidence-in-inputs,,Research same-language queries for this specific purpose; lack of evidence is not lack of demand,not-established-by-assignment-or-html-parsing
/syr/services/business-law/commercial-agency-termination,en,syr,legal matter,Commercial agency termination,no-direct-query-evidence-in-inputs,,Research same-language queries for this specific purpose; lack of evidence is not lack of demand,not-established-by-assignment-or-html-parsing
/syr/services/business-law/commercial-concealment-dispute,en,syr,legal matter,Disputed business ownership and control,no-direct-query-evidence-in-inputs,,Research same-language queries for this specific purpose; lack of evidence is not lack of demand,not-established-by-assignment-or-html-parsing
/syr/services/business-law/commercial-disputes,en,syr,legal matter,Commercial disputes,no-direct-query-evidence-in-inputs,,Research same-language queries for this specific purpose; lack of evidence is not lack of demand,not-established-by-assignment-or-html-parsing
/syr/services/business-law/commercial-liability,en,syr,legal matter,Commercial liability,no-direct-query-evidence-in-inputs,,Research same-language queries for this specific purpose; lack of evidence is not lack of demand,not-established-by-assignment-or-html-parsing
/syr/services/business-law/commercial-register-and-company-record-dispute,en,syr,legal matter,Commercial-register and company-record dispute,no-direct-query-evidence-in-inputs,,Research same-language queries for this specific purpose; lack of evidence is not lack of demand,not-established-by-assignment-or-html-parsing
/syr/services/business-law/commercial-supply-contract-dispute,en,syr,legal matter,Commercial supply contract dispute,no-direct-query-evidence-in-inputs,,Research same-language queries for this specific purpose; lack of evidence is not lack of demand,not-established-by-assignment-or-html-parsing
/syr/services/business-law/company-formation-and-registration,en,syr,legal matter,Company formation and registration,no-direct-query-evidence-in-inputs,,Research same-language queries for this specific purpose; lack of evidence is not lack of demand,not-established-by-assignment-or-html-parsing
/syr/services/business-law/government-tender-dispute,en,syr,legal matter,Government tender dispute,no-direct-query-evidence-in-inputs,,Research same-language queries for this specific purpose; lack of evidence is not lack of demand,not-established-by-assignment-or-html-parsing
/syr/services/business-law/negotiation-and-settlement-strategy,en,syr,legal matter,Negotiation and settlement strategy,no-direct-query-evidence-in-inputs,,Research same-language queries for this specific purpose; lack of evidence is not lack of demand,not-established-by-assignment-or-html-parsing
/syr/services/business-law/shareholder-and-partner-dispute,en,syr,legal matter,Shareholder and partner dispute,no-direct-query-evidence-in-inputs,,Research same-language queries for this specific purpose; lack of evidence is not lack of demand,not-established-by-assignment-or-html-parsing
/syr/services/business-law/supplier-and-customer-claims,en,syr,legal matter,Supplier and customer claims,no-direct-query-evidence-in-inputs,,Research same-language queries for this specific purpose; lack of evidence is not lack of demand,not-established-by-assignment-or-html-parsing
/syr/services/business-law/unpaid-business-invoices,en,syr,legal matter,Unpaid business invoices,no-direct-query-evidence-in-inputs,,Research same-language queries for this specific purpose; lack of evidence is not lack of demand,not-established-by-assignment-or-html-parsing
/syr/services/civil-law,en,syr,service,Civil Law in Syria,no-direct-query-evidence-in-inputs,,"Monitor changes in purpose, services and observed searches; linked-page work remains separate",currently-reviewed-intents-complete-for-defined-page-purpose
/syr/services/civil-law/civil-claims-and-private-disputes,en,syr,legal matter,Civil claims and private disputes,no-direct-query-evidence-in-inputs,,Research same-language queries for this specific purpose; lack of evidence is not lack of demand,not-established-by-assignment-or-html-parsing
/syr/services/civil-law/civil-compensation-claim-in-syria,en,syr,legal matter,Civil compensation claim in Syria,no-direct-query-evidence-in-inputs,,Research same-language queries for this specific purpose; lack of evidence is not lack of demand,not-established-by-assignment-or-html-parsing
/syr/services/civil-law/compensation-claims,en,syr,legal matter,Compensation claims,no-direct-query-evidence-in-inputs,,Research same-language queries for this specific purpose; lack of evidence is not lack of demand,not-established-by-assignment-or-html-parsing
/syr/services/civil-law/contractual-and-non-contractual-liability,en,syr,legal matter,Contractual and non-contractual liability,no-direct-query-evidence-in-inputs,,Research same-language queries for this specific purpose; lack of evidence is not lack of demand,not-established-by-assignment-or-html-parsing
/syr/services/civil-law/defamation-and-reputation-damage-claim,en,syr,legal matter,Defamation and reputation damage claim,no-direct-query-evidence-in-inputs,,Research same-language queries for this specific purpose; lack of evidence is not lack of demand,not-established-by-assignment-or-html-parsing
/syr/services/civil-law/defamation-and-reputation-damage-claim-in-syria,en,syr,legal matter,Civil damages for reputational harm in Syria,no-direct-query-evidence-in-inputs,,Research same-language queries for this specific purpose; lack of evidence is not lack of demand,not-established-by-assignment-or-html-parsing
/syr/services/civil-law/obligations-and-remedies,en,syr,legal matter,Obligations and remedies,no-direct-query-evidence-in-inputs,,Research same-language queries for this specific purpose; lack of evidence is not lack of demand,not-established-by-assignment-or-html-parsing
/syr/services/civil-law/personal-injury-compensation-claim,en,syr,legal matter,Personal injury compensation claim,no-direct-query-evidence-in-inputs,,Research same-language queries for this specific purpose; lack of evidence is not lack of demand,not-established-by-assignment-or-html-parsing
/syr/services/civil-law/possession-and-interference-dispute,en,syr,legal matter,Possession and interference dispute,no-direct-query-evidence-in-inputs,,Research same-language queries for this specific purpose; lack of evidence is not lack of demand,not-established-by-assignment-or-html-parsing
/syr/services/civil-law/property-and-possession-disputes,en,syr,legal matter,Property and possession disputes,no-direct-query-evidence-in-inputs,,Research same-language queries for this specific purpose; lack of evidence is not lack of demand,not-established-by-assignment-or-html-parsing
/syr/services/civil-procedure,en,syr,service,Civil Procedure in Syria,no-direct-query-evidence-in-inputs,,"Monitor changes in purpose, services and observed searches; linked-page work remains separate",currently-reviewed-intents-complete-for-defined-page-purpose
